timestep_time,edge_id,lane_id,vehicle_id,vehicle_pos,vehicle_speed
50.00,2to0,2to0_0,flow1.14,42.05,9.74
50.00,2to0,2to0_0,flow1.11,118.49,8.99
50.00,2to0,2to0_0,flow1.9,144.24,7.80
50.00,2to0,2to0_0,flow1.8,180.17,8.58
50.00,2to0,2to0_0,flow1.5,242.23,9.95
50.00,2to0,2to0_0,flow1.3,313.14,8.59
50.00,2to0,2to0_1,flow1.13,62.69,8.24
50.00,2to0,2to0_1,flow1.12,91.69,8.20
50.00,2to0,2to0_1,flow1.10,124.04,9.48
50.00,2to0,2to0_1,flow1.6,228.02,7.72
50.00,2to0,2to0_2,flow1.4,282.56,8.08
50.00,2to0,2to0_2,flow1.2,332.73,9.21
50.00,2to0,2to0_2,flow1.7,380.64,14.33
50.00,2to0,2to0_2,flow1.0,420.84,8.11
50.00,3to0,3to0_0,flow2.14,22.11,5.34
50.00,3to0,3to0_0,flow2.13,53.24,8.66
50.00,3to0,3to0_0,flow2.10,134.77,7.08
50.00,3to0,3to0_0,flow2.9,165.69,8.09
50.00,3to0,3to0_0,flow2.4,274.75,9.64
50.00,3to0,3to0_0,flow2.3,310.53,6.88
50.00,3to0,3to0_0,flow2.2,342.07,7.35
50.00,3to0,3to0_0,flow2.0,405.51,8.97
50.00,3to0,3to0_1,flow2.11,116.60,7.14
50.00,3to0,3to0_1,flow2.8,210.05,7.49
50.00,3to0,3to0_1,flow2.6,231.74,8.95
50.00,3to0,3to0_1,flow2.5,271.67,6.96
50.00,3to0,3to0_2,flow2.12,138.80,14.23
50.00,3to0,3to0_2,flow2.7,203.30,7.73
50.00,4to0,4to0_0,flow3.13,41.77,6.99
50.00,4to0,4to0_0,flow3.12,69.89,8.81
50.00,4to0,4to0_0,flow3.9,133.71,7.50
50.00,4to0,4to0_0,flow3.8,187.12,7.42
50.00,4to0,4to0_0,flow3.7,221.90,7.59
50.00,4to0,4to0_0,flow3.6,278.46,7.77
50.00,4to0,4to0_0,flow3.5,306.57,9.37
50.00,4to0,4to0_0,flow3.0,393.45,7.55
50.00,4to0,4to0_1,flow3.14,25.17,8.34
50.00,4to0,4to0_1,flow3.11,106.72,8.23
50.00,4to0,4to0_1,flow3.10,222.38,17.10
50.00,4to0,4to0_1,flow3.3,308.33,7.45
50.00,4to0,4to0_1,flow3.1,397.96,9.32
50.00,4to0,4to0_2,flow3.4,328.57,8.65
50.00,4to0,4to0_2,flow3.2,485.40,0.00
51.00,:0_21,:0_21_0,flow2.1,16.30,7.41
51.00,0to3,0to3_0,,,
51.00,0to3,0to3_1,flow0.5,78.73,18.30
51.00,0to3,0to3_2,,,
51.00,0to4,0to4_0,,,
51.00,0to4,0to4_1,flow1.1,228.68,19.43
51.00,0to4,0to4_2,,,
51.00,1to0,1to0_0,flow0.14,85.68,11.36
51.00,1to0,1to0_0,flow0.12,116.44,8.75
51.00,1to0,1to0_0,flow0.11,148.91,6.38
51.00,1to0,1to0_0,flow0.9,188.79,7.32
51.00,1to0,1to0_0,flow0.8,245.57,8.93
51.00,1to0,1to0_0,flow0.6,266.85,9.64
51.00,1to0,1to0_0,flow0.0,389.93,6.59
51.00,1to0,1to0_1,flow0.13,82.27,8.96
51.00,1to0,1to0_1,flow0.10,163.28,8.71
51.00,1to0,1to0_1,flow0.7,229.35,7.46
51.00,1to0,1to0_2,flow0.3,331.99,7.96
51.00,1to0,1to0_2,flow0.2,356.09,9.53
51.00,1to0,1to0_2,flow0.1,387.82,9.21
51.00,1to0,1to0_2,flow0.4,458.73,10.14
51.00,2to0,2to0_0,flow1.14,51.82,9.77
51.00,2to0,2to0_0,flow1.11,126.61,8.12
51.00,2to0,2to0_0,flow1.9,153.22,8.98
51.00,2to0,2to0_0,flow1.8,188.25,8.09
51.00,2to0,2to0_0,flow1.5,249.98,7.75
51.00,2to0,2to0_0,flow1.3,320.39,7.25
51.00,2to0,2to0_1,flow1.13,70.30,7.61
51.00,2to0,2to0_1,flow1.12,101.36,9.68
51.00,2to0,2to0_1,flow1.10,132.31,8.27
51.00,2to0,2to0_1,flow1.6,236.02,8.00
51.00,2to0,2to0_2,flow1.4,291.28,8.72
51.00,2to0,2to0_2,flow1.2,339.74,7.01
51.00,2to0,2to0_2,flow1.7,392.77,12.13
51.00,2to0,2to0_2,flow1.0,428.72,7.88
51.00,3to0,3to0_0,flow2.14,28.94,6.83
51.00,3to0,3to0_0,flow2.13,60.85,7.62
51.00,3to0,3to0_0,flow2.10,143.96,9.19
51.00,3to0,3to0_0,flow2.9,173.24,7.55
51.00,3to0,3to0_0,flow2.4,283.95,9.20
51.00,3to0,3to0_0,flow2.3,318.55,8.02
51.00,3to0,3to0_0,flow2.2,348.66,6.59
51.00,3to0,3to0_0,flow2.0,414.56,9.05
51.00,3to0,3to0_1,flow2.11,125.60,9.01
51.00,3to0,3to0_1,flow2.8,218.98,8.94
51.00,3to0,3to0_1,flow2.6,238.48,6.75
51.00,3to0,3to0_1,flow2.5,280.00,8.33
51.00,3to0,3to0_2,flow2.12,150.82,12.03
51.00,3to0,3to0_2,flow2.7,210.28,6.98
51.00,4to0,4to0_0,flow3.13,49.90,8.13
51.00,4to0,4to0_0,flow3.12,78.95,9.06
51.00,4to0,4to0_0,flow3.9,141.86,8.15
51.00,4to0,4to0_0,flow3.8,196.27,9.15
51.00,4to0,4to0_0,flow3.7,231.28,9.38
51.00,4to0,4to0_0,flow3.6,287.85,9.38
51.00,4to0,4to0_0,flow3.5,314.15,7.58
51.00,4to0,4to0_0,flow3.0,402.45,9.00
51.00,4to0,4to0_1,flow3.14,35.86,10.69
51.00,4to0,4to0_1,flow3.11,114.62,7.90
51.00,4to0,4to0_1,flow3.3,315.48,7.15
51.00,4to0,4to0_1,flow3.1,406.97,9.02
51.00,4to0,4to0_2,flow3.10,240.15,17.77
51.00,4to0,4to0_2,flow3.4,335.74,7.17
51.00,4to0,4to0_2,flow3.2,485.40,0.00
52.00,0to3,0to3_0,,,
52.00,0to3,0to3_1,flow0.5,97.33,18.60
52.00,0to3,0to3_2,,,
52.00,0to4,0to4_0,,,
52.00,0to4,0to4_1,flow1.1,247.17,18.49
52.00,0to4,0to4_2,flow2.1,7.80,11.00
52.00,1to0,1to0_0,flow0.14,96.03,10.36
52.00,1to0,1to0_0,flow0.12,124.56,8.12
52.00,1to0,1to0_0,flow0.11,156.46,7.55
52.00,1to0,1to0_0,flow0.9,195.58,6.79
52.00,1to0,1to0_0,flow0.8,253.86,8.29
52.00,1to0,1to0_0,flow0.6,275.84,9.00
52.00,1to0,1to0_0,flow0.0,399.06,9.13
52.00,1to0,1to0_1,flow0.13,89.62,7.36
52.00,1to0,1to0_1,flow0.10,171.51,8.23
52.00,1to0,1to0_1,flow0.7,236.96,7.60
52.00,1to0,1to0_2,flow0.3,340.12,8.13
52.00,1to0,1to0_2,flow0.2,363.42,7.33
52.00,1to0,1to0_2,flow0.1,397.32,9.50
52.00,1to0,1to0_2,flow0.4,472.56,13.83
52.00,2to0,2to0_0,flow1.14,60.03,8.21
52.00,2to0,2to0_0,flow1.11,132.84,6.23
52.00,2to0,2to0_0,flow1.9,162.33,9.11
52.00,2to0,2to0_0,flow1.8,197.40,9.15
52.00,2to0,2to0_0,flow1.5,257.86,7.88
52.00,2to0,2to0_0,flow1.3,326.97,6.58
52.00,2to0,2to0_1,flow1.13,78.26,7.95
52.00,2to0,2to0_1,flow1.12,110.38,9.02
52.00,2to0,2to0_1,flow1.10,142.23,9.92
52.00,2to0,2to0_1,flow1.6,245.55,9.53
52.00,2to0,2to0_1,flow1.7,403.52,10.75
52.00,2to0,2to0_2,flow1.4,300.48,9.20
52.00,2to0,2to0_2,flow1.2,347.63,7.89
52.00,2to0,2to0_2,flow1.0,438.49,9.77
52.00,3to0,3to0_0,flow2.14,36.26,7.32
52.00,3to0,3to0_0,flow2.13,69.40,8.55
52.00,3to0,3to0_0,flow2.10,150.95,6.99
52.00,3to0,3to0_0,flow2.9,181.33,8.09
52.00,3to0,3to0_0,flow2.4,292.03,8.08
52.00,3to0,3to0_0,flow2.3,328.07,9.52
52.00,3to0,3to0_0,flow2.2,356.28,7.63
52.00,3to0,3to0_0,flow2.0,423.25,8.69
52.00,3to0,3to0_1,flow2.11,132.50,6.89
52.00,3to0,3to0_1,flow2.8,226.13,7.15
52.00,3to0,3to0_1,flow2.6,245.77,7.29
52.00,3to0,3to0_1,flow2.5,287.38,7.38
52.00,3to0,3to0_2,flow2.12,160.94,10.12
52.00,3to0,3to0_2,flow2.7,220.15,9.86
52.00,4to0,4to0_0,flow3.13,56.74,6.84
52.00,4to0,4to0_0,flow3.12,88.22,9.27
52.00,4to0,4to0_0,flow3.9,151.08,9.22
52.00,4to0,4to0_0,flow3.8,203.22,6.95
52.00,4to0,4to0_0,flow3.7,240.65,9.36
52.00,4to0,4to0_0,flow3.6,296.10,8.26
52.00,4to0,4to0_0,flow3.5,320.76,6.61
52.00,4to0,4to0_0,flow3.0,410.20,7.75
52.00,4to0,4to0_1,flow3.11,122.45,7.83
52.00,4to0,4to0_1,flow3.3,323.23,7.76
52.00,4to0,4to0_1,flow3.1,414.69,7.71
52.00,4to0,4to0_2,flow3.14,48.20,12.34
52.00,4to0,4to0_2,flow3.10,256.93,16.78
52.00,4to0,4to0_2,flow3.4,344.64,8.89
52.00,4to0,4to0_2,flow3.2,485.40,0.00
53.00,:0_16,:0_16_0,
53.00,:0_16,:0_16_1,
53.00,:0_16,:0_16_2,flow0.4,3.09,16.93
53.00,0to3,0to3_0,
53.00,0to3,0to3_1,flow0.5,113.73,16.40
53.00,0to3,0to3_2,
53.00,0to4,0to4_0,
53.00,0to4,0to4_1,flow1.1,263.77,16.59
53.00,0to4,0to4_2,flow2.1,22.81,15.01
53.00,1to0,1to0_0,flow0.14,105.53,9.50
53.00,1to0,1to0_0,flow0.12,131.11,6.55
53.00,1to0,1to0_0,flow0.11,164.85,8.40
53.00,1to0,1to0_0,flow0.9,204.68,9.10
53.00,1to0,1to0_0,flow0.8,260.12,6.27
53.00,1to0,1to0_0,flow0.6,284.03,8.19
53.00,1to0,1to0_0,flow0.0,406.33,7.27
53.00,1to0,1to0_1,flow0.13,97.20,7.58
53.00,1to0,1to0_1,flow0.10,180.76,9.25
53.00,1to0,1to0_1,flow0.7,244.61,7.66
53.00,1to0,1to0_2,flow0.3,347.48,7.36
53.00,1to0,1to0_2,flow0.2,372.73,9.31
53.00,1to0,1to0_2,flow0.1,405.46,8.14
53.00,2to0,2to0_0,flow1.14,66.67,6.64
53.00,2to0,2to0_0,flow1.11,139.77,6.93
53.00,2to0,2to0_0,flow1.9,169.86,7.53
53.00,2to0,2to0_0,flow1.8,205.11,7.71
53.00,2to0,2to0_0,flow1.5,264.66,6.80
53.00,2to0,2to0_0,flow1.3,334.56,7.59
53.00,2to0,2to0_1,flow1.13,86.97,8.71
53.00,2to0,2to0_1,flow1.12,118.43,8.04
53.00,2to0,2to0_1,flow1.10,151.82,9.59
53.00,2to0,2to0_1,flow1.6,254.95,9.40
53.00,2to0,2to0_1,flow1.7,416.29,12.77
53.00,2to0,2to0_2,flow1.4,308.11,7.64
53.00,2to0,2to0_2,flow1.2,356.29,8.66
53.00,2to0,2to0_2,flow1.0,447.36,8.87
53.00,3to0,3to0_0,flow2.14,43.46,7.20
53.00,3to0,3to0_0,flow2.13,78.30,8.90
53.00,3to0,3to0_0,flow2.10,158.95,8.00
53.00,3to0,3to0_0,flow2.9,190.22,8.89
53.00,3to0,3to0_0,flow2.4,300.51,8.48
53.00,3to0,3to0_0,flow2.3,337.57,9.50
53.00,3to0,3to0_0,flow2.2,366.26,9.97
53.00,3to0,3to0_0,flow2.0,430.97,7.72
53.00,3to0,3to0_1,flow2.11,140.47,7.97
53.00,3to0,3to0_1,flow2.8,233.10,6.97
53.00,3to0,3to0_1,flow2.6,254.56,8.79
53.00,3to0,3to0_1,flow2.5,294.93,7.55
53.00,3to0,3to0_2,flow2.12,171.61,10.67
53.00,3to0,3to0_2,flow2.7,229.52,9.37
53.00,4to0,4to0_0,flow3.13,66.06,9.33
53.00,4to0,4to0_0,flow3.12,96.74,8.52
53.00,4to0,4to0_0,flow3.9,160.51,9.43
53.00,4to0,4to0_0,flow3.8,212.66,9.43
53.00,4to0,4to0_0,flow3.7,249.47,8.82
53.00,4to0,4to0_0,flow3.6,304.05,7.94
53.00,4to0,4to0_0,flow3.5,328.32,7.55
53.00,4to0,4to0_0,flow3.0,417.17,6.97
53.00,4to0,4to0_1,flow3.11,132.38,9.93
53.00,4to0,4to0_1,flow3.3,331.54,8.30
53.00,4to0,4to0_1,flow3.1,422.85,8.16
53.00,4to0,4to0_2,flow3.14,65.90,17.70
53.00,4to0,4to0_2,flow3.10,275.89,18.96
53.00,4to0,4to0_2,flow3.4,354.05,9.41
53.00,4to0,4to0_2,flow3.2,485.40,0.00
54.00,:0_16,:0_16_0,
54.00,:0_16,:0_16_1,
54.00,:0_16,:0_16_2,flow0.4,22.69,19.61
54.00,0to3,0to3_0,
54.00,0to3,0to3_1,flow0.5,131.33,17.61
54.00,0to3,0to3_2,
54.00,0to4,0to4_0,
54.00,0to4,0to4_1,flow1.1,282.11,18.35
54.00,0to4,0to4_2,flow2.1,39.69,16.88
54.00,1to0,1to0_0,flow0.14,114.51,8.98
54.00,1to0,1to0_0,flow0.12,138.44,7.33
54.00,1to0,1to0_0,flow0.11,171.08,6.23
54.00,1to0,1to0_0,flow0.9,211.95,7.26
54.00,1to0,1to0_0,flow0.8,270.29,10.17
54.00,1to0,1to0_0,flow0.6,292.14,8.12
54.00,1to0,1to0_0,flow0.0,415.95,9.63
54.00,1to0,1to0_1,flow0.13,103.65,6.45
54.00,1to0,1to0_1,flow0.10,189.45,8.69
54.00,1to0,1to0_1,flow0.7,254.51,9.89
54.00,1to0,1to0_2,flow0.3,354.49,7.01
54.00,1to0,1to0_2,flow0.2,381.43,8.70
54.00,1to0,1to0_2,flow0.1,413.53,8.07
54.00,2to0,2to0_0,flow1.14,75.84,9.18
54.00,2to0,2to0_0,flow1.11,149.69,9.91
54.00,2to0,2to0_0,flow1.9,178.62,8.76
54.00,2to0,2to0_0,flow1.8,213.99,8.88
54.00,2to0,2to0_0,flow1.5,272.09,7.43
54.00,2to0,2to0_0,flow1.3,344.46,9.90
54.00,2to0,2to0_1,flow1.13,96.32,9.35
54.00,2to0,2to0_1,flow1.12,126.37,7.95
54.00,2to0,2to0_1,flow1.10,160.41,8.60
54.00,2to0,2to0_1,flow1.6,264.32,9.37
54.00,2to0,2to0_1,flow1.7,431.62,15.33
54.00,2to0,2to0_2,flow1.4,315.62,7.50
54.00,2to0,2to0_2,flow1.2,363.26,6.97
54.00,2to0,2to0_2,flow1.0,456.56,9.20
54.00,3to0,3to0_0,flow2.14,50.01,6.55
54.00,3to0,3to0_0,flow2.10,166.53,7.58
54.00,3to0,3to0_0,flow2.9,199.04,8.82
54.00,3to0,3to0_0,flow2.4,309.68,9.17
54.00,3to0,3to0_0,flow2.3,345.26,7.68
54.00,3to0,3to0_0,flow2.2,374.03,7.77
54.00,3to0,3to0_0,flow2.0,440.38,9.42
54.00,3to0,3to0_1,flow2.13,87.36,9.06
54.00,3to0,3to0_1,flow2.11,148.88,8.41
54.00,3to0,3to0_1,flow2.8,241.76,8.66
54.00,3to0,3to0_1,flow2.6,261.14,6.59
54.00,3to0,3to0_1,flow2.5,303.67,8.74
54.00,3to0,3to0_2,flow2.12,182.05,10.44
54.00,3to0,3to0_2,flow2.7,238.64,9.12
54.00,4to0,4to0_0,flow3.13,75.47,9.41
54.00,4to0,4to0_0,flow3.12,106.72,9.99
54.00,4to0,4to0_0,flow3.9,169.58,9.07
54.00,4to0,4to0_0,flow3.8,222.07,9.42
54.00,4to0,4to0_0,flow3.7,258.63,9.16
54.00,4to0,4to0_0,flow3.6,311.31,7.26
54.00,4to0,4to0_0,flow3.5,336.56,8.24
54.00,4to0,4to0_0,flow3.0,425.24,8.07
54.00,4to0,4to0_1,flow3.11,141.49,9.11
54.00,4to0,4to0_1,flow3.3,341.04,9.50
54.00,4to0,4to0_1,flow3.1,431.49,8.65
54.00,4to0,4to0_2,flow3.14,81.47,15.57
54.00,4to0,4to0_2,flow3.10,293.39,17.49
54.00,4to0,4to0_2,flow3.4,362.23,8.19
54.00,4to0,4to0_2,flow3.2,485.40,0.00
55.00,0to3,0to3_0,
55.00,0to3,0to3_1,flow0.5,146.74,15.41
55.00,0to3,0to3_2,flow0.4,13.45,17.96
55.00,0to4,0to4_0,
55.00,0to4,0to4_1,flow1.1,298.26,16.15
55.00,0to4,0to4_2,flow2.1,56.94,17.25
55.00,1to0,1to0_0,flow0.13,110.10,6.44
55.00,1to0,1to0_0,flow0.12,148.28,9.84
55.00,1to0,1to0_0,flow0.11,178.79,7.71
55.00,1to0,1to0_0,flow0.9,218.38,6.43
55.00,1to0,1to0_0,flow0.8,278.26,7.97
55.00,1to0,1to0_0,flow0.6,301.26,9.12
55.00,1to0,1to0_0,flow0.0,423.69,7.74
55.00,1to0,1to0_1,flow0.14,123.39,8.88
55.00,1to0,1to0_1,flow0.10,198.78,9.32
55.00,1to0,1to0_2,flow0.7,263.62,9.11
55.00,1to0,1to0_2,flow0.3,362.97,8.49
55.00,1to0,1to0_2,flow0.2,389.48,8.04
55.00,1to0,1to0_2,flow0.1,422.35,8.82
55.00,2to0,2to0_0,flow1.14,83.60,7.76
55.00,2to0,2to0_0,flow1.11,157.40,7.71
55.00,2to0,2to0_0,flow1.9,187.67,9.05
55.00,2to0,2to0_0,flow1.8,221.34,7.35
55.00,2to0,2to0_0,flow1.5,280.49,8.40
55.00,2to0,2to0_0,flow1.3,352.39,7.93
55.00,2to0,2to0_1,flow1.13,104.70,8.37
55.00,2to0,2to0_1,flow1.12,135.10,8.72
55.00,2to0,2to0_1,flow1.10,169.14,8.73
55.00,2to0,2to0_1,flow1.7,444.75,13.13
55.00,2to0,2to0_2,flow1.6,273.63,9.32
55.00,2to0,2to0_2,flow1.4,325.20,9.58
55.00,2to0,2to0_2,flow1.2,372.44,9.18
55.00,2to0,2to0_2,flow1.0,465.03,8.47
55.00,3to0,3to0_0,flow2.14,59.26,9.25
55.00,3to0,3to0_0,flow2.10,173.20,6.67
55.00,3to0,3to0_0,flow2.9,208.08,9.04
55.00,3to0,3to0_0,flow2.4,318.98,9.30
55.00,3to0,3to0_0,flow2.3,353.97,8.71
55.00,3to0,3to0_0,flow2.2,382.75,8.72
55.00,3to0,3to0_0,flow2.0,449.78,9.39
55.00,3to0,3to0_1,flow2.13,97.29,9.93
55.00,3to0,3to0_1,flow2.11,156.27,7.39
55.00,3to0,3to0_1,flow2.8,248.69,6.94
55.00,3to0,3to0_1,flow2.6,267.62,6.48
55.00,3to0,3to0_1,flow2.5,311.39,7.72
55.00,3to0,3to0_2,flow2.12,192.68,10.63
55.00,3to0,3to0_2,flow2.7,247.12,8.48
55.00,4to0,4to0_0,flow3.13,82.70,7.23
55.00,4to0,4to0_0,flow3.12,116.71,9.98
55.00,4to0,4to0_0,flow3.9,177.10,7.52
55.00,4to0,4to0_0,flow3.8,230.38,8.30
55.00,4to0,4to0_0,flow3.7,267.88,9.26
55.00,4to0,4to0_0,flow3.6,318.07,6.76
55.00,4to0,4to0_0,flow3.5,343.87,7.31
55.00,4to0,4to0_0,flow3.0,434.30,9.06
55.00,4to0,4to0_1,flow3.11,150.89,9.40
55.00,4to0,4to0_1,flow3.3,348.34,7.30
55.00,4to0,4to0_1,flow3.1,440.31,8.82
55.00,4to0,4to0_2,flow3.14,97.97,16.51
55.00,4to0,4to0_2,flow3.10,309.81,16.42
55.00,4to0,4to0_2,flow3.4,371.08,8.85
55.00,4to0,4to0_2,flow3.2,485.40,0.00
56.00,0to3,0to3_0,
56.00,0to3,0to3_1,flow0.5,162.32,15.58
56.00,0to3,0to3_2,flow0.4,29.21,15.76
56.00,0to4,0to4_0,
56.00,0to4,0to4_1,flow1.1,313.67,15.40
56.00,0to4,0to4_2,flow2.1,76.90,19.96
56.00,1to0,1to0_0,flow0.13,118.74,8.64
56.00,1to0,1to0_0,flow0.12,157.37,9.09
56.00,1to0,1to0_0,flow0.11,187.23,8.44
56.00,1to0,1to0_0,flow0.9,226.12,7.74
56.00,1to0,1to0_0,flow0.8,284.34,6.08
56.00,1to0,1to0_0,flow0.6,310.81,9.55
56.00,1to0,1to0_0,flow0.0,433.47,9.78
56.00,1to0,1to0_1,flow0.14,133.47,10.08
56.00,1to0,1to0_1,flow0.10,207.58,8.80
56.00,1to0,1to0_2,flow0.7,272.88,9.27
56.00,1to0,1to0_2,flow0.3,371.39,8.41
56.00,1to0,1to0_2,flow0.2,396.19,6.71
56.00,1to0,1to0_2,flow0.1,431.77,9.42
56.00,2to0,2to0_0,flow1.14,90.24,6.64
56.00,2to0,2to0_0,flow1.11,165.75,8.35
56.00,2to0,2to0_0,flow1.9,197.40,9.73
56.00,2to0,2to0_0,flow1.8,228.21,6.87
56.00,2to0,2to0_0,flow1.5,289.11,8.62
56.00,2to0,2to0_0,flow1.3,360.43,8.04
56.00,2to0,2to0_1,flow1.13,113.77,9.07
56.00,2to0,2to0_1,flow1.12,143.87,8.78
56.00,2to0,2to0_1,flow1.10,178.58,9.44
56.00,2to0,2to0_1,flow1.7,456.65,11.90
56.00,2to0,2to0_2,flow1.6,283.49,9.86
56.00,2to0,2to0_2,flow1.4,334.08,8.88
56.00,2to0,2to0_2,flow1.2,379.80,7.36
56.00,2to0,2to0_2,flow1.0,472.75,7.72
56.00,3to0,3to0_0,flow2.14,66.89,7.62
56.00,3to0,3to0_0,flow2.10,182.94,9.75
56.00,3to0,3to0_0,flow2.9,216.32,8.24
56.00,3to0,3to0_0,flow2.4,326.87,7.89
56.00,3to0,3to0_0,flow2.3,363.19,9.22
56.00,3to0,3to0_0,flow2.2,389.75,7.00
56.00,3to0,3to0_0,flow2.0,456.97,7.19
56.00,3to0,3to0_1,flow2.13,106.27,8.98
56.00,3to0,3to0_1,flow2.11,164.23,7.96
56.00,3to0,3to0_1,flow2.8,254.82,6.12
56.00,3to0,3to0_1,flow2.6,276.32,8.70
56.00,3to0,3to0_1,flow2.5,320.98,9.59
56.00,3to0,3to0_2,flow2.12,207.34,14.66
56.00,3to0,3to0_2,flow2.7,254.45,7.33
56.00,4to0,4to0_0,flow3.13,92.58,9.88
56.00,4to0,4to0_0,flow3.12,125.09,8.38
56.00,4to0,4to0_0,flow3.9,186.51,9.41
56.00,4to0,4to0_0,flow3.8,237.39,7.01
56.00,4to0,4to0_0,flow3.7,276.53,8.65
56.00,4to0,4to0_0,flow3.6,325.93,7.86
56.00,4to0,4to0_0,flow3.5,352.14,8.28
56.00,4to0,4to0_0,flow3.0,442.88,8.58
56.00,4to0,4to0_1,flow3.11,159.35,8.46
56.00,4to0,4to0_1,flow3.3,354.43,6.09
56.00,4to0,4to0_1,flow3.1,448.83,8.52
56.00,4to0,4to0_2,flow3.14,115.84,17.86
56.00,4to0,4to0_2,flow3.10,324.04,14.23
56.00,4to0,4to0_2,flow3.4,379.33,8.24
56.00,4to0,4to0_2,flow3.2,485.40,0.00
57.00,0to3,0to3_0,
57.00,0to3,0to3_1,flow0.5,180.85,18.53
57.00,0to3,0to3_2,flow0.4,47.44,18.23
57.00,0to4,0to4_0,
57.00,0to4,0to4_1,flow1.1,330.94,17.27
57.00,0to4,0to4_2,flow2.1,94.66,17.76
57.00,1to0,1to0_0,flow0.13,126.85,8.11
57.00,1to0,1to0_0,flow0.12,165.10,7.72
57.00,1to0,1to0_0,flow0.11,196.04,8.81
57.00,1to0,1to0_0,flow0.9,233.10,6.98
57.00,1to0,1to0_0,flow0.8,294.45,10.11
57.00,1to0,1to0_0,flow0.6,318.75,7.95
57.00,1to0,1to0_0,flow0.0,442.51,9.03
57.00,1to0,1to0_1,flow0.10,215.29,7.70
57.00,1to0,1to0_2,flow0.14,147.46,13.98
57.00,1to0,1to0_2,flow0.7,279.95,7.07
57.00,1to0,1to0_2,flow0.3,378.20,6.81
57.00,1to0,1to0_2,flow0.2,404.33,8.14
57.00,1to0,1to0_2,flow0.1,440.03,8.26
57.00,2to0,2to0_0,flow1.14,97.67,7.43
57.00,2to0,2to0_0,flow1.11,175.29,9.54
57.00,2to0,2to0_0,flow1.9,207.29,9.89
57.00,2to0,2to0_0,flow1.8,236.02,7.81
57.00,2to0,2to0_0,flow1.5,298.68,9.57
57.00,2to0,2to0_0,flow1.3,368.56,8.14
57.00,2to0,2to0_1,flow1.13,123.69,9.92
57.00,2to0,2to0_1,flow1.12,153.66,9.79
57.00,2to0,2to0_1,flow1.10,187.70,9.12
57.00,2to0,2to0_1,flow1.7,466.35,9.70
57.00,2to0,2to0_2,flow1.6,292.21,8.72
57.00,2to0,2to0_2,flow1.4,342.92,8.84
57.00,2to0,2to0_2,flow1.2,386.68,6.88
57.00,2to0,2to0_2,flow1.0,478.87,6.12
57.00,3to0,3to0_0,flow2.14,75.40,8.52
57.00,3to0,3to0_0,flow2.10,191.65,8.70
57.00,3to0,3to0_0,flow2.9,224.34,8.03
57.00,3to0,3to0_0,flow2.4,336.34,9.48
57.00,3to0,3to0_0,flow2.3,370.21,7.02
57.00,3to0,3to0_0,flow2.2,397.99,8.23
57.00,3to0,3to0_0,flow2.0,466.08,9.11
57.00,3to0,3to0_1,flow2.13,115.72,9.45
57.00,3to0,3to0_1,flow2.11,172.81,8.58
57.00,3to0,3to0_1,flow2.8,264.05,9.23
57.00,3to0,3to0_1,flow2.6,283.17,6.85
57.00,3to0,3to0_1,flow2.5,330.40,9.42
57.00,3to0,3to0_2,flow2.12,219.80,12.46
57.00,3to0,3to0_2,flow2.7,260.76,6.31
57.00,4to0,4to0_0,flow3.13,102.53,9.95
57.00,4to0,4to0_0,flow3.12,133.66,8.57
57.00,4to0,4to0_0,flow3.9,194.56,8.05
57.00,4to0,4to0_0,flow3.8,246.41,9.02
57.00,4to0,4to0_0,flow3.7,286.37,9.84
57.00,4to0,4to0_0,flow3.6,332.50,6.57
57.00,4to0,4to0_0,flow3.5,359.84,7.70
57.00,4to0,4to0_0,flow3.0,450.32,7.44
57.00,4to0,4to0_1,flow3.11,168.35,8.99
57.00,4to0,4to0_1,flow3.3,360.71,6.29
57.00,4to0,4to0_1,flow3.1,456.64,7.81
57.00,4to0,4to0_2,flow3.14,133.54,17.71
57.00,4to0,4to0_2,flow3.10,336.07,12.03
57.00,4to0,4to0_2,flow3.4,388.88,9.55
57.00,4to0,4to0_2,flow3.2,485.40,0.00
58.00,0to3,0to3_0,
58.00,0to3,0to3_1,flow0.5,197.19,16.33
58.00,0to3,0to3_2,flow0.4,66.81,19.37
58.00,0to4,0to4_0,
58.00,0to4,0to4_1,flow1.1,346.01,15.07
58.00,0to4,0to4_2,flow2.1,110.21,15.56
58.00,1to0,1to0_0,flow0.13,136.49,9.65
58.00,1to0,1to0_0,flow0.12,174.89,9.80
58.00,1to0,1to0_0,flow0.11,202.64,6.61
58.00,1to0,1to0_0,flow0.9,241.01,7.91
58.00,1to0,1to0_0,flow0.8,303.88,9.43
58.00,1to0,1to0_0,flow0.6,326.57,7.82
58.00,1to0,1to0_0,flow0.0,449.34,6.83
58.00,1to0,1to0_1,flow0.10,224.58,9.29
58.00,1to0,1to0_2,flow0.14,164.95,17.49
58.00,1to0,1to0_2,flow0.7,289.15,9.20
58.00,1to0,1to0_2,flow0.3,386.72,8.52
58.00,1to0,1to0_2,flow0.2,413.90,9.57
58.00,1to0,1to0_2,flow0.1,449.57,9.54
58.00,2to0,2to0_0,flow1.14,106.86,9.19
58.00,2to0,2to0_0,flow1.11,187.27,11.98
58.00,2to0,2to0_0,flow1.9,214.98,7.69
58.00,2to0,2to0_0,flow1.8,244.68,8.66
