timestep_time,edge_id,lane_id,vehicle_id,vehicle_pos,vehicle_speed
136.00,0to4,0to4_0,flow2.6,375.36,8.56
136.00,0to4,0to4_0,flow0.6,482.34,8.78
136.00,0to4,0to4_1,flow1.9,306.01,7.30
136.00,0to4,0to4_2,
136.00,1to0,1to0_0,flow0.13,477.02,1.12
136.00,1to0,1to0_1,
136.00,1to0,1to0_2,flow0.10,468.40,0.00
136.00,1to0,1to0_2,flow0.14,478.25,0.35
136.00,2to0,2to0_0,
136.00,2to0,2to0_1,
136.00,2to0,2to0_2,flow1.13,485.54,0.00
136.00,3to0,3to0_0,flow2.14,470.40,0.00
136.00,3to0,3to0_0,flow2.10,480.52,0.62
136.00,3to0,3to0_1,flow2.11,477.09,1.19
136.00,3to0,3to0_2,flow2.13,466.40,0.00
136.00,3to0,3to0_2,flow2.12,476.28,0.38
137.00,:0_6,:0_6_0,flow2.9,5.84,4.23
137.00,:0_6,:0_6_1,flow2.7,18.33,9.60
137.00,:0_6,:0_6_2,
137.00,:0_9,:0_9_0,flow2.8,2.18,1.34
137.00,:0_16,:0_16_0,
137.00,:0_16,:0_16_1,flow0.12,15.93,8.82
137.00,:0_16,:0_16_2,
137.00,:0_19,:0_19_0,flow0.7,3.99,1.15
137.00,0to1,0to1_0,flow3.4,184.59,7.96
137.00,0to1,0to1_0,flow1.14,245.14,7.05
137.00,0to1,0to1_0,flow1.5,316.39,8.85
137.00,0to1,0to1_0,flow1.3,358.60,8.45
137.00,0to1,0to1_0,flow2.5,485.37,9.48
137.00,0to1,0to1_1,flow3.11,108.56,9.86
137.00,0to1,0to1_1,flow2.4,479.38,9.14
137.00,0to1,0to1_2,flow3.14,309.77,16.61
137.00,0to1,0to1_2,flow3.2,473.93,17.26
137.00,0to2,0to2_0,flow3.13,232.99,9.95
137.00,0to2,0to2_0,flow3.9,262.73,7.70
137.00,0to2,0to2_0,flow3.3,324.12,7.13
137.00,0to2,0to2_0,flow3.1,358.12,8.78
137.00,0to2,0to2_0,flow0.2,434.81,8.99
137.00,0to2,0to2_0,flow0.1,470.48,9.35
137.00,0to2,0to2_1,flow3.8,261.11,6.43
137.00,0to2,0to2_1,flow3.7,303.50,8.36
137.00,0to2,0to2_1,flow0.3,404.11,7.73
137.00,0to2,0to2_2,flow3.10,470.30,17.13
137.00,0to3,0to3_0,flow1.4,123.69,8.90
137.00,0to3,0to3_0,flow1.0,192.18,8.11
137.00,0to3,0to3_0,flow3.12,260.13,7.79
137.00,0to3,0to3_0,flow3.5,302.75,7.15
137.00,0to3,0to3_0,flow3.0,332.68,7.92
137.00,0to3,0to3_1,flow1.10,63.33,7.30
137.00,0to3,0to3_1,flow1.6,88.91,8.75
137.00,0to3,0to3_1,flow1.2,166.89,8.40
137.00,0to3,0to3_1,flow0.11,316.46,6.56
137.00,0to3,0to3_2,flow1.12,32.54,8.11
137.00,0to3,0to3_2,flow3.6,308.43,9.84
137.00,0to4,0to4_0,flow0.9,1.24,4.89
137.00,0to4,0to4_0,flow1.8,336.49,8.87
137.00,0to4,0to4_0,flow2.6,381.82,6.46
137.00,0to4,0to4_1,flow1.9,315.27,9.26
137.00,0to4,0to4_2,
137.00,1to0,1to0_0,flow0.13,480.02,3.00
137.00,1to0,1to0_1,
137.00,1to0,1to0_2,flow0.10,468.47,0.07
137.00,1to0,1to0_2,flow0.14,480.90,2.66
137.00,2to0,2to0_0,
137.00,2to0,2to0_1,
137.00,2to0,2to0_2,flow1.13,485.54,0.00
137.00,3to0,3to0_0,flow2.10,481.19,0.67
137.00,3to0,3to0_1,flow2.14,470.73,0.33
137.00,3to0,3to0_1,flow2.11,481.51,4.42
137.00,3to0,3to0_2,flow2.13,466.73,0.33
137.00,3to0,3to0_2,flow2.12,476.90,0.62
138.00,:0_6,:0_6_0,flow2.9,10.43,4.59
138.00,:0_6,:0_6_1,flow2.11,1.64,6.53
138.00,:0_6,:0_6_2,
138.00,:0_9,:0_9_0,flow2.8,4.00,1.82
138.00,:0_16,:0_16_0,
138.00,:0_16,:0_16_1,flow0.12,25.56,9.62
138.00,:0_16,:0_16_2,
138.00,:0_19,:0_19_0,flow0.7,4.35,0.36
138.00,0to1,0to1_0,flow3.4,194.10,9.51
138.00,0to1,0to1_0,flow1.14,252.90,7.76
138.00,0to1,0to1_0,flow1.5,324.75,8.36
138.00,0to1,0to1_0,flow1.3,368.52,9.91
138.00,0to1,0to1_1,flow2.7,0.84,9.72
138.00,0to1,0to1_1,flow3.11,117.23,8.67
138.00,0to1,0to1_2,flow3.14,327.69,17.93
138.00,0to2,0to2_0,flow3.13,240.76,7.77
138.00,0to2,0to2_0,flow3.9,270.79,8.05
138.00,0to2,0to2_0,flow3.3,331.96,7.84
138.00,0to2,0to2_0,flow3.1,367.87,9.75
138.00,0to2,0to2_0,flow0.2,442.18,7.36
138.00,0to2,0to2_0,flow0.1,479.40,8.92
138.00,0to2,0to2_1,flow3.8,267.42,6.31
138.00,0to2,0to2_1,flow3.7,312.00,8.51
138.00,0to2,0to2_1,flow0.3,412.73,8.61
138.00,0to2,0to2_2,
138.00,0to3,0to3_0,flow1.4,133.63,9.94
138.00,0to3,0to3_0,flow1.0,200.98,8.81
138.00,0to3,0to3_0,flow3.12,268.57,8.44
138.00,0to3,0to3_0,flow3.5,310.73,7.98
138.00,0to3,0to3_0,flow3.0,339.32,6.64
138.00,0to3,0to3_1,flow1.10,72.85,9.51
138.00,0to3,0to3_1,flow1.6,98.35,9.44
138.00,0to3,0to3_1,flow1.2,176.02,9.14
138.00,0to3,0to3_1,flow0.11,324.48,8.02
138.00,0to3,0to3_2,flow1.12,40.46,7.91
138.00,0to3,0to3_2,flow3.6,316.82,8.39
138.00,0to4,0to4_0,flow0.9,6.61,5.37
138.00,0to4,0to4_0,flow1.8,346.12,9.63
138.00,0to4,0to4_0,flow2.6,391.28,9.46
138.00,0to4,0to4_1,flow1.9,323.70,8.43
138.00,0to4,0to4_2,
138.00,1to0,1to0_0,flow0.13,484.82,4.81
138.00,1to0,1to0_1,
138.00,1to0,1to0_2,flow0.10,470.54,2.07
138.00,1to0,1to0_2,flow0.14,481.36,0.46
138.00,2to0,2to0_0,
138.00,2to0,2to0_1,
138.00,2to0,2to0_2,flow1.13,485.54,0.00
138.00,3to0,3to0_0,flow2.10,481.94,0.75
138.00,3to0,3to0_1,flow2.14,471.22,0.49
138.00,3to0,3to0_2,flow2.13,466.79,0.07
138.00,3to0,3to0_2,flow2.12,477.46,0.56
139.00,:0_6,:0_6_0,flow2.9,15.60,5.17
139.00,:0_6,:0_6_1,flow2.11,9.28,7.65
139.00,:0_6,:0_6_2,
139.00,:0_9,:0_9_0,flow2.8,4.68,0.69
139.00,:0_15,:0_15_0,flow0.13,3.38,4.96
139.00,:0_19,:0_19_0,flow0.7,4.37,0.02
139.00,0to1,0to1_0,flow3.4,201.42,7.31
139.00,0to1,0to1_0,flow1.14,261.21,8.31
139.00,0to1,0to1_0,flow1.5,333.96,9.21
139.00,0to1,0to1_0,flow1.3,376.25,7.73
139.00,0to1,0to1_1,flow2.7,10.81,9.97
139.00,0to1,0to1_1,flow3.11,126.28,9.05
139.00,0to1,0to1_2,flow3.14,343.67,15.98
139.00,0to2,0to2_0,flow3.13,247.87,7.12
139.00,0to2,0to2_0,flow3.9,278.58,7.79
139.00,0to2,0to2_0,flow3.3,339.36,7.40
139.00,0to2,0to2_0,flow3.1,376.16,8.29
139.00,0to2,0to2_0,flow0.2,449.43,7.26
139.00,0to2,0to2_1,flow3.8,276.50,9.08
139.00,0to2,0to2_1,flow3.7,320.17,8.17
139.00,0to2,0to2_1,flow0.3,420.57,7.84
139.00,0to2,0to2_2,
139.00,0to3,0to3_0,flow1.4,141.97,8.34
139.00,0to3,0to3_0,flow1.0,210.78,9.80
139.00,0to3,0to3_0,flow3.12,278.29,9.71
139.00,0to3,0to3_0,flow3.5,318.35,7.62
139.00,0to3,0to3_0,flow3.0,345.91,6.59
139.00,0to3,0to3_1,flow0.12,5.78,7.42
139.00,0to3,0to3_1,flow1.10,81.86,9.01
139.00,0to3,0to3_1,flow1.6,108.03,9.68
139.00,0to3,0to3_1,flow1.2,183.27,7.25
139.00,0to3,0to3_1,flow0.11,332.46,7.98
139.00,0to3,0to3_2,flow1.12,49.73,9.27
139.00,0to3,0to3_2,flow3.6,325.22,8.40
139.00,0to4,0to4_0,flow0.9,15.45,8.84
139.00,0to4,0to4_0,flow1.8,353.55,7.43
139.00,0to4,0to4_0,flow2.6,398.54,7.26
139.00,0to4,0to4_1,flow1.9,330.27,6.58
139.00,0to4,0to4_2,
139.00,1to0,1to0_0,
139.00,1to0,1to0_1,
139.00,1to0,1to0_2,flow0.10,471.01,0.47
139.00,1to0,1to0_2,flow0.14,482.34,0.98
139.00,2to0,2to0_0,
139.00,2to0,2to0_1,
139.00,2to0,2to0_2,flow1.13,485.54,0.00
139.00,3to0,3to0_0,flow2.10,485.03,3.09
139.00,3to0,3to0_1,flow2.14,474.39,3.18
139.00,3to0,3to0_2,flow2.13,467.49,0.70
139.00,3to0,3to0_2,flow2.12,477.48,0.01
140.00,:0_6,:0_6_0,flow2.10,2.74,4.11
140.00,:0_6,:0_6_0,flow2.9,21.60,6.00
140.00,:0_6,:0_6_1,flow2.11,18.94,9.65
140.00,:0_6,:0_6_2,
140.00,:0_21,:0_21_0,flow2.8,3.06,3.39
140.00,:0_15,:0_15_0,flow0.13,7.49,4.11
140.00,:0_19,:0_19_0,flow0.7,4.58,0.21
140.00,0to1,0to1_0,flow2.7,18.57,7.77
140.00,0to1,0to1_0,flow3.4,210.53,9.11
140.00,0to1,0to1_0,flow1.14,270.67,9.46
140.00,0to1,0to1_0,flow1.5,341.35,7.39
140.00,0to1,0to1_0,flow1.3,383.95,7.70
140.00,0to1,0to1_1,flow3.11,135.70,9.42
140.00,0to1,0to1_2,flow3.14,361.72,18.05
140.00,0to2,0to2_0,flow3.13,257.24,9.37
140.00,0to2,0to2_0,flow3.9,285.57,6.99
140.00,0to2,0to2_0,flow3.3,348.52,9.17
140.00,0to2,0to2_0,flow3.1,386.11,9.95
140.00,0to2,0to2_0,flow0.2,459.20,9.77
140.00,0to2,0to2_1,flow3.8,286.26,9.77
140.00,0to2,0to2_1,flow3.7,328.66,8.49
140.00,0to2,0to2_1,flow0.3,430.42,9.85
140.00,0to2,0to2_2,
140.00,0to3,0to3_0,flow1.4,149.53,7.57
140.00,0to3,0to3_0,flow1.0,218.99,8.20
140.00,0to3,0to3_0,flow3.12,288.12,9.83
140.00,0to3,0to3_0,flow3.5,326.67,8.33
140.00,0to3,0to3_0,flow3.0,351.93,6.03
140.00,0to3,0to3_1,flow0.12,12.31,6.53
140.00,0to3,0to3_1,flow1.10,90.63,8.77
140.00,0to3,0to3_1,flow1.6,116.93,8.90
140.00,0to3,0to3_1,flow1.2,190.10,6.82
140.00,0to3,0to3_1,flow0.11,342.35,9.89
140.00,0to3,0to3_2,flow1.12,59.58,9.86
140.00,0to3,0to3_2,flow3.6,333.03,7.80
140.00,0to4,0to4_0,flow0.9,22.09,6.64
140.00,0to4,0to4_0,flow1.8,359.67,6.13
140.00,0to4,0to4_0,flow2.6,407.53,8.99
140.00,0to4,0to4_1,flow1.9,338.12,7.84
140.00,0to4,0to4_2,
140.00,1to0,1to0_0,
140.00,1to0,1to0_1,
140.00,1to0,1to0_2,flow0.10,471.73,0.72
140.00,1to0,1to0_2,flow0.14,482.79,0.45
140.00,2to0,2to0_0,
140.00,2to0,2to0_1,
140.00,2to0,2to0_2,flow1.13,485.54,0.00
140.00,3to0,3to0_0,
140.00,3to0,3to0_1,flow2.14,480.85,6.45
140.00,3to0,3to0_2,flow2.13,467.89,0.40
140.00,3to0,3to0_2,flow2.12,477.87,0.40
141.00,:0_6,:0_6_0,flow2.10,7.71,4.97
141.00,:0_6,:0_6_1,flow2.14,4.17,9.73
141.00,:0_6,:0_6_1,flow2.11,26.93,8.00
141.00,:0_6,:0_6_2,
141.00,:0_21,:0_21_0,flow2.8,10.24,7.18
141.00,:0_19,:0_19_0,flow0.7,4.86,0.28
141.00,0to1,0to1_0,flow2.9,1.01,6.62
141.00,0to1,0to1_0,flow2.7,26.84,8.27
141.00,0to1,0to1_0,flow3.11,145.46,9.76
141.00,0to1,0to1_0,flow3.4,219.08,8.55
141.00,0to1,0to1_0,flow1.14,280.10,9.43
141.00,0to1,0to1_0,flow1.5,350.09,8.74
141.00,0to1,0to1_0,flow1.3,391.46,7.51
141.00,0to1,0to1_1,
141.00,0to1,0to1_2,flow3.14,379.31,17.58
141.00,0to2,0to2_0,flow3.13,266.16,8.91
141.00,0to2,0to2_0,flow3.9,292.88,7.31
141.00,0to2,0to2_0,flow3.3,358.01,9.48
141.00,0to2,0to2_0,flow3.1,395.02,8.91
141.00,0to2,0to2_0,flow0.2,468.10,8.89
141.00,0to2,0to2_1,flow3.8,293.86,7.60
141.00,0to2,0to2_1,flow3.7,337.04,8.38
141.00,0to2,0to2_1,flow0.3,439.87,9.45
141.00,0to2,0to2_2,
141.00,0to3,0to3_0,flow0.12,19.04,6.73
141.00,0to3,0to3_0,flow1.4,159.38,9.85
141.00,0to3,0to3_0,flow1.0,228.84,9.85
141.00,0to3,0to3_0,flow3.12,298.09,9.97
141.00,0to3,0to3_0,flow3.5,333.78,7.11
141.00,0to3,0to3_0,flow3.0,359.65,7.72
141.00,0to3,0to3_1,flow1.10,99.06,8.42
141.00,0to3,0to3_1,flow1.6,126.06,9.13
141.00,0to3,0to3_1,flow1.2,198.08,7.98
141.00,0to3,0to3_1,flow0.11,350.04,7.69
141.00,0to3,0to3_2,flow1.12,69.32,9.74
141.00,0to3,0to3_2,flow3.6,341.42,8.39
141.00,0to4,0to4_0,flow0.13,3.93,5.47
141.00,0to4,0to4_0,flow0.9,29.77,7.69
141.00,0to4,0to4_0,flow1.8,366.61,6.94
141.00,0to4,0to4_0,flow2.6,415.64,8.11
141.00,0to4,0to4_1,flow1.9,344.73,6.62
141.00,0to4,0to4_2,
141.00,1to0,1to0_0,
141.00,1to0,1to0_1,
141.00,1to0,1to0_2,flow0.10,472.43,0.70
141.00,1to0,1to0_2,flow0.14,483.21,0.42
141.00,2to0,2to0_0,
141.00,2to0,2to0_1,
141.00,2to0,2to0_2,flow1.13,485.54,0.00
141.00,3to0,3to0_0,
141.00,3to0,3to0_1,
141.00,3to0,3to0_2,flow2.13,468.24,0.35
141.00,3to0,3to0_2,flow2.12,479.36,1.48
142.00,:0_6,:0_6_0,flow2.10,16.25,8.54
142.00,:0_6,:0_6_1,flow2.14,12.72,8.55
142.00,:0_6,:0_6_2,
142.00,:0_21,:0_21_0,flow2.8,18.58,8.34
142.00,:0_19,:0_19_0,flow0.7,4.88,0.02
142.00,0to1,0to1_0,flow2.9,9.08,8.06
142.00,0to1,0to1_0,flow2.7,35.91,9.07
142.00,0to1,0to1_0,flow3.11,153.83,8.38
142.00,0to1,0to1_0,flow3.4,228.92,9.84
142.00,0to1,0to1_0,flow1.14,289.22,9.12
142.00,0to1,0to1_0,flow1.5,358.16,8.07
142.00,0to1,0to1_0,flow1.3,399.67,8.22
142.00,0to1,0to1_1,flow2.11,9.30,9.57
142.00,0to1,0to1_2,flow3.14,398.39,19.09
142.00,0to2,0to2_0,flow3.13,274.29,8.13
142.00,0to2,0to2_0,flow3.9,301.61,8.73
142.00,0to2,0to2_0,flow3.3,367.26,9.25
142.00,0to2,0to2_0,flow3.1,403.97,8.96
142.00,0to2,0to2_0,flow0.2,476.36,8.27
142.00,0to2,0to2_1,flow3.8,300.78,6.92
142.00,0to2,0to2_1,flow3.7,346.61,9.57
142.00,0to2,0to2_1,flow0.3,447.72,7.85
142.00,0to2,0to2_2,
142.00,0to3,0to3_0,flow0.12,28.89,9.85
142.00,0to3,0to3_0,flow1.4,167.90,8.51
142.00,0to3,0to3_0,flow1.0,238.10,9.27
142.00,0to3,0to3_0,flow3.12,307.36,9.27
142.00,0to3,0to3_0,flow3.5,341.70,7.92
142.00,0to3,0to3_0,flow3.0,369.23,9.58
142.00,0to3,0to3_1,flow1.10,107.22,8.17
142.00,0to3,0to3_1,flow1.6,134.15,8.09
142.00,0to3,0to3_1,flow1.2,205.39,7.31
142.00,0to3,0to3_1,flow0.11,359.05,9.00
142.00,0to3,0to3_2,flow1.12,77.46,8.14
142.00,0to3,0to3_2,flow3.6,349.32,7.90
142.00,0to4,0to4_0,flow0.13,10.16,6.23
142.00,0to4,0to4_0,flow0.9,36.23,6.46
142.00,0to4,0to4_0,flow1.8,372.93,6.32
142.00,0to4,0to4_0,flow2.6,424.16,8.52
142.00,0to4,0to4_1,flow1.9,352.35,7.62
142.00,0to4,0to4_2,
142.00,1to0,1to0_0,
142.00,1to0,1to0_1,
142.00,1to0,1to0_2,flow0.10,472.70,0.27
142.00,1to0,1to0_2,flow0.14,483.42,0.21
142.00,2to0,2to0_0,
142.00,2to0,2to0_1,
142.00,2to0,2to0_2,flow1.13,485.54,0.00
142.00,3to0,3to0_0,
142.00,3to0,3to0_1,
142.00,3to0,3to0_2,flow2.13,468.82,0.59
142.00,3to0,3to0_2,flow2.12,482.03,2.67
143.00,:0_6,:0_6_0,flow2.10,24.70,8.44
143.00,:0_6,:0_6_1,flow2.14,22.00,9.28
143.00,:0_6,:0_6_2,
143.00,:0_19,:0_19_0,flow0.7,4.91,0.02
143.00,0to1,0to1_0,flow2.9,18.21,9.14
143.00,0to1,0to1_0,flow2.7,43.12,7.21
143.00,0to1,0to1_0,flow3.11,163.64,9.81
143.00,0to1,0to1_0,flow3.4,238.77,9.85
143.00,0to1,0to1_0,flow1.14,297.84,8.63
143.00,0to1,0to1_0,flow1.5,367.11,8.95
143.00,0to1,0to1_0,flow1.3,409.26,9.58
143.00,0to1,0to1_1,flow2.11,16.86,7.56
143.00,0to1,0to1_2,flow3.14,415.28,16.89
143.00,0to2,0to2_0,flow3.13,282.29,8.00
143.00,0to2,0to2_0,flow3.9,310.72,9.11
143.00,0to2,0to2_0,flow3.3,374.74,7.48
143.00,0to2,0to2_0,flow3.1,411.99,8.01
143.00,0to2,0to2_0,flow0.2,484.69,8.32
143.00,0to2,0to2_1,flow3.8,308.25,7.46
143.00,0to2,0to2_1,flow3.7,354.58,7.97
143.00,0to2,0to2_1,flow0.3,456.98,9.25
143.00,0to2,0to2_2,
143.00,0to3,0to3_0,flow0.12,37.12,8.23
143.00,0to3,0to3_0,flow1.4,175.87,7.97
143.00,0to3,0to3_0,flow1.0,246.45,8.34
143.00,0to3,0to3_0,flow3.12,317.13,9.77
143.00,0to3,0to3_0,flow3.5,350.93,9.23
143.00,0to3,0to3_0,flow3.0,376.61,7.38
143.00,0to3,0to3_1,flow1.10,116.14,8.91
143.00,0to3,0to3_1,flow1.6,142.67,8.52
143.00,0to3,0to3_1,flow1.2,214.82,9.43
143.00,0to3,0to3_1,flow0.11,365.85,6.80
143.00,0to3,0to3_2,flow1.12,87.30,9.83
143.00,0to3,0to3_2,flow3.6,357.32,8.00
143.00,0to4,0to4_0,flow0.13,16.24,6.08
143.00,0to4,0to4_0,flow0.9,45.52,9.29
143.00,0to4,0to4_0,flow1.8,382.06,9.13
143.00,0to4,0to4_0,flow2.6,430.98,6.82
143.00,0to4,0to4_1,flow1.9,360.95,8.60
143.00,0to4,0to4_2,flow2.8,7.42,8.33
143.00,1to0,1to0_0,
143.00,1to0,1to0_1,
143.00,1to0,1to0_2,flow0.10,473.24,0.54
143.00,1to0,1to0_2,flow0.14,483.56,0.14
143.00,2to0,2to0_0,
143.00,2to0,2to0_1,
143.00,2to0,2to0_2,flow1.13,485.54,0.00
143.00,3to0,3to0_0,
143.00,3to0,3to0_1,
143.00,3to0,3to0_2,flow2.13,469.97,1.15
143.00,3to0,3to0_2,flow2.12,484.63,2.61
144.00,:0_23,:0_23_0,flow0.7,0.36,0.47
144.00,0to1,0to1_0,flow2.10,5.41,7.91
144.00,0to1,0to1_0,flow2.9,25.75,7.54
144.00,0to1,0to1_0,flow2.7,50.90,7.79
144.00,0to1,0to1_0,flow3.11,173.39,9.75
144.00,0to1,0to1_0,flow3.4,247.03,8.26
144.00,0to1,0to1_0,flow1.14,306.08,8.23
144.00,0to1,0to1_0,flow1.5,374.55,7.43
144.00,0to1,0to1_0,flow1.3,416.64,7.38
144.00,0to1,0to1_1,flow2.14,1.89,7.08
144.00,0to1,0to1_1,flow2.11,24.72,7.86
144.00,0to1,0to1_2,flow3.14,435.00,19.72
144.00,0to2,0to2_0,flow3.13,290.56,8.27
144.00,0to2,0to2_0,flow3.9,319.53,8.82
144.00,0to2,0to2_0,flow3.3,381.98,7.24
144.00,0to2,0to2_0,flow3.1,420.91,8.92
144.00,0to2,0to2_1,flow3.8,316.12,7.87
144.00,0to2,0to2_1,flow3.7,363.13,8.55
144.00,0to2,0to2_1,flow0.3,466.75,9.77
144.00,0to2,0to2_2,
144.00,0to3,0to3_0,flow0.12,44.34,7.22
144.00,0to3,0to3_0,flow1.4,183.50,7.63
144.00,0to3,0to3_0,flow1.0,254.01,7.56
144.00,0to3,0to3_0,flow3.12,326.79,9.67
144.00,0to3,0to3_0,flow3.5,359.59,8.67
144.00,0to3,0to3_0,flow3.0,384.81,8.20
144.00,0to3,0to3_1,flow1.10,125.77,9.63
144.00,0to3,0to3_1,flow1.6,150.71,8.03
144.00,0to3,0to3_1,flow1.2,224.73,9.91
144.00,0to3,0to3_1,flow0.11,372.99,7.14
144.00,0to3,0to3_2,flow1.12,95.85,8.56
144.00,0to3,0to3_2,flow3.6,365.52,8.19
144.00,0to4,0to4_0,flow0.13,22.48,6.24
144.00,0to4,0to4_0,flow0.9,52.84,7.32
144.00,0to4,0to4_0,flow1.8,390.28,8.23
144.00,0to4,0to4_0,flow2.6,437.85,6.87
144.00,0to4,0to4_1,flow1.9,368.02,7.07
144.00,0to4,0to4_2,flow2.8,14.86,7.44
144.00,1to0,1to0_0,
144.00,1to0,1to0_1,
144.00,1to0,1to0_2,flow0.10,473.60,0.35
144.00,1to0,1to0_2,flow0.14,483.71,0.15
144.00,2to0,2to0_0,
144.00,2to0,2to0_1,
144.00,2to0,2to0_2,flow1.13,485.54,0.00
144.00,3to0,3to0_0,
144.00,3to0,3to0_1,
144.00,3to0,3to0_2,flow2.13,472.45,2.48
144.00,3to0,3to0_2,flow2.12,485.71,1.08
145.00,:0_23,:0_23_0,flow0.7,2.04,1.68
145.00,0to1,0to1_0,flow2.10,14.01,8.61
145.00,0to1,0to1_0,flow2.9,33.39,7.64
145.00,0to1,0to1_0,flow2.7,57.90,7.00
145.00,0to1,0to1_0,flow3.11,183.04,9.65
145.00,0to1,0to1_0,flow3.4,256.54,9.51
145.00,0to1,0to1_0,flow1.14,314.48,8.40
145.00,0to1,0to1_0,flow1.5,381.98,7.43
145.00,0to1,0to1_0,flow1.3,426.07,9.43
145.00,0to1,0to1_1,flow2.11,32.19,7.47
145.00,0to1,0to1_2,flow2.14,10.11,8.23
145.00,0to1,0to1_2,flow3.14,454.90,19.89
145.00,0to2,0to2_0,flow3.13,298.30,7.74
145.00,0to2,0to2_0,flow3.9,327.19,7.66
145.00,0to2,0to2_0,flow3.3,389.67,7.69
145.00,0to2,0to2_0,flow3.1,428.83,7.92
145.00,0to2,0to2_1,flow3.8,323.48,7.36
145.00,0to2,0to2_1,flow3.7,371.68,8.55
145.00,0to2,0to2_1,flow0.3,476.71,9.96
145.00,0to2,0to2_2,
145.00,0to3,0to3_0,flow0.12,52.22,7.88
145.00,0to3,0to3_0,flow1.4,192.66,9.17
145.00,0to3,0to3_0,flow1.2,232.45,7.71
145.00,0to3,0to3_0,flow1.0,263.33,9.32
145.00,0to3,0to3_0,flow3.12,334.86,8.07
145.00,0to3,0to3_0,flow3.5,368.35,8.75
145.00,0to3,0to3_0,flow3.0,393.24,8.43
145.00,0to3,0to3_1,flow1.10,134.54,8.77
145.00,0to3,0to3_1,flow1.6,160.36,9.66
145.00,0to3,0to3_1,flow0.11,381.84,8.86
145.00,0to3,0to3_2,flow1.12,104.89,9.04
145.00,0to3,0to3_2,flow3.6,375.13,9.61
145.00,0to4,0to4_0,flow0.13,29.18,6.70
145.00,0to4,0to4_0,flow0.9,60.80,7.96
145.00,0to4,0to4_0,flow1.8,398.35,8.07
145.00,0to4,0to4_0,flow2.6,447.19,9.34
145.00,0to4,0to4_1,flow1.9,377.06,9.04
145.00,0to4,0to4_2,flow2.8,22.88,8.02
145.00,1to0,1to0_0,
145.00,1to0,1to0_1,
145.00,1to0,1to0_2,flow0.10,473.66,0.06
145.00,1to0,1to0_2,flow0.14,484.27,0.55
145.00,2to0,2to0_0,
145.00,2to0,2to0_1,
145.00,2to0,2to0_2,flow1.13,485.54,0.00
145.00,3to0,3to0_0,
145.00,3to0,3to0_1,
145.00,3to0,3to0_2,flow2.13,474.95,2.50
145.00,3to0,3to0_2,flow2.12,485.91,0.20
146.00,:0_9,:0_9_0,flow2.12,3.21,3.70
146.00,:0_23,:0_23_0,flow0.7,5.23,3.18
146.00,0to1,0to1_0,flow2.10,20.42,6.41
146.00,0to1,0to1_0,flow2.9,40.30,6.91
146.00,0to1,0to1_0,flow2.7,67.70,9.80
146.00,0to1,0to1_0,flow3.11,191.09,8.05
146.00,0to1,0to1_0,flow3.4,265.33,8.79
146.00,0to1,0to1_0,flow1.14,321.05,6.57
146.00,0to1,0to1_0,flow1.5,389.03,7.05
146.00,0to1,0to1_0,flow1.3,434.21,8.14
146.00,0to1,0to1_1,flow2.11,38.77,6.58
146.00,0to1,0to1_2,flow2.14,18.91,8.80
146.00,0to1,0to1_2,flow3.14,472.59,17.69
146.00,0to2,0to2_0,flow3.13,306.21,7.91
146.00,0to2,0to2_0,flow3.9,336.62,9.43
146.00,0to2,0to2_0,flow3.3,399.09,9.41
146.00,0to2,0to2_0,flow3.1,437.94,9.11
146.00,0to2,0to2_1,flow3.8,329.97,6.49
146.00,0to2,0to2_1,flow3.7,380.43,8.75
146.00,0to2,0to2_2,
146.00,0to3,0to3_0,flow0.12,62.02,9.80
146.00,0to3,0to3_0,flow1.10,144.35,9.81
146.00,0to3,0to3_0,flow1.4,201.50,8.84
146.00,0to3,0to3_0,flow1.2,239.39,6.94
146.00,0to3,0to3_0,flow1.0,271.86,8.52
146.00,0to3,0to3_0,flow3.12,343.01,8.14
146.00,0to3,0to3_0,flow3.5,376.96,8.62
146.00,0to3,0to3_0,flow3.0,400.53,7.29
146.00,0to3,0to3_1,flow1.12,113.68,8.79
146.00,0to3,0to3_1,flow1.6,168.62,8.26
146.00,0to3,0to3_1,flow0.11,391.37,9.53
146.00,0to3,0to3_2,flow3.6,383.81,8.68
146.00,0to4,0to4_0,flow0.9,67.30,6.50
146.00,0to4,0to4_0,flow1.8,405.21,6.86
146.00,0to4,0to4_0,flow2.6,454.83,7.64
146.00,0to4,0to4_1,flow0.13,37.06,7.88
146.00,0to4,0to4_1,flow1.9,384.14,7.08
146.00,0to4,0to4_2,flow2.8,31.60,8.73
146.00,1to0,1to0_0,
146.00,1to0,1to0_1,
146.00,1to0,1to0_2,flow0.10,474.06,0.40
146.00,1to0,1to0_2,flow0.14,484.90,0.63
146.00,2to0,2to0_0,
146.00,2to0,2to0_1,
146.00,2to0,2to0_2,flow1.13,485.54,0.00
146.00,3to0,3to0_0,
146.00,3to0,3to0_1,
146.00,3to0,3to0_2,flow2.13,475.85,0.90
147.00,:0_21,:0_21_0,flow2.12,6.69,8.49
147.00,:0_19,:0_19_0,flow0.14,0.66,2.17
147.00,:0_23,:0_23_0,flow0.7,9.17,3.94
147.00,0to1,0to1_0,flow2.10,26.75,6.33
147.00,0to1,0to1_0,flow2.9,48.45,8.15
147.00,0to1,0to1_0,flow2.7,76.46,8.76
147.00,0to1,0to1_0,flow3.11,199.19,8.10
